function,year,amount,sheet
571 Medicare,2018,606339.0,hist05z1
600 Income Security:,2018,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2018,9113.0,hist05z1
602 Federal employee retirement and disability,2018,146585.0,hist05z1
603 Unemployment compensation,2018,30594.0,hist05z1
604 Housing assistance,2018,50069.0,hist05z1
605 Food and nutrition assistance,2018,105702.0,hist05z1
609 Other income security,2018,171095.0,hist05z1
"Total, Income Security",2018,513158.0,hist05z1
650 Social Security:,2018,0.0,hist05z1
651 Social security,2018,989656.0,hist05z1
(On-budget),2018,35753.0,hist05z1
(Off-budget),2018,953903.0,hist05z1
700 Veterans Benefits and Services:,2018,0.0,hist05z1
701 Income security for veterans,2018,90945.0,hist05z1
"702 Veterans education, training, and rehabilitation",2018,13678.0,hist05z1
703 Hospital and medical care for veterans,2018,80693.0,hist05z1
704 Veterans housing,2018,-1261.0,hist05z1
705 Other veterans benefits and services,2018,8383.0,hist05z1
"Total, Veterans Benefits and Services",2018,192438.0,hist05z1
750 Administration of Justice:,2018,0.0,hist05z1
751 Federal law enforcement activities,2018,35551.0,hist05z1
752 Federal litigative and judicial activities,2018,15975.0,hist05z1
753 Federal correctional activities,2018,7326.0,hist05z1
754 Criminal justice assistance,2018,7540.0,hist05z1
"Total, Administration of Justice",2018,66392.0,hist05z1
800 General Government:,2018,0.0,hist05z1
801 Legislative functions,2018,4322.0,hist05z1
802 Executive direction and management,2018,520.0,hist05z1
803 Central fiscal operations,2018,12625.0,hist05z1
804 General property and records management,2018,-232.0,hist05z1
805 Central personnel management,2018,245.0,hist05z1
806 General purpose fiscal assistance,2018,7419.0,hist05z1
808 Other general government,2018,2686.0,hist05z1
809 Deductions for offsetting receipts,2018,-1845.0,hist05z1
"Total, General Government",2018,25740.0,hist05z1
900 Net Interest:,2018,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2018,521553.0,hist05z1
902 Interest received by on-budget trust funds,2018,-66343.0,hist05z1
903 Interest received by off-budget trust funds,2018,-83809.0,hist05z1
908 Other interest,2018,-44431.0,hist05z1
(On-budget),2018,-44431.0,hist05z1
(Off-budget),2018,0.0,hist05z1
909 Other investment income,2018,-1985.0,hist05z1
"Total, Net Interest",2018,324985.0,hist05z1
(On-budget),2018,408794.0,hist05z1
(Off-budget),2018,-83809.0,hist05z1
950 Undistributed Offsetting Receipts:,2018,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2018,-69188.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2018,-18193.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2018,-4592.0,hist05z1
954 Sale of major assets,2018,0.0,hist05z1
959 Other undistributed offsetting receipts,2018,-5896.0,hist05z1
"Total, Undistributed Offsetting Receipts",2018,-97869.0,hist05z1
(On-budget),2018,-79676.0,hist05z1
(Off-budget),2018,-18193.0,hist05z1
Total budget authority,2018,4465833.0,hist05z1
(On-budget),2018,3613672.0,hist05z1
(Off-budget),2018,852161.0,hist05z1
On-budget unless otherwise stated,2018,0.0,hist05z1
050 National Defense:,2019,0.0,hist05z1
051 Department of Defense-Military:,2019,0.0,hist05z1
Military Personnel,2019,157293.0,hist05z1
Operation and Maintenance,2019,283129.0,hist05z1
Procurement,2019,146846.0,hist05z1
"Research, Development, Test, and Evaluation",2019,95508.0,hist05z1
Military Construction,2019,11333.0,hist05z1
Family Housing,2019,1605.0,hist05z1
Other,2019,16559.0,hist05z1
"051 Subtotal, Department of Defense-Military",2019,712273.0,hist05z1
053 Atomic energy defense activities,2019,24035.0,hist05z1
054 Defense-related activities,2019,9127.0,hist05z1
"Total, National Defense",2019,745435.0,hist05z1
150 International Affairs:,2019,0.0,hist05z1
151 International development and humanitarian assistance,2019,28529.0,hist05z1
152 International security assistance,2019,11336.0,hist05z1
153 Conduct of foreign affairs,2019,14537.0,hist05z1
154 Foreign information and exchange activities,2019,1728.0,hist05z1
155 International financial programs,2019,22425.0,hist05z1
"Total, International Affairs",2019,78555.0,hist05z1
"250 General Science, Space, and Technology:",2019,0.0,hist05z1
251 General science and basic research,2019,14873.0,hist05z1
"252 Space flight, research, and supporting activities",2019,20775.0,hist05z1
"Total, General Science, Space, and Technology",2019,35648.0,hist05z1
270 Energy:,2019,0.0,hist05z1
271 Energy supply,2019,5345.0,hist05z1
272 Energy conservation,2019,1376.0,hist05z1
274 Emergency energy preparedness,2019,-497.0,hist05z1
"276 Energy information, policy, and regulation",2019,598.0,hist05z1
"Total, Energy",2019,6822.0,hist05z1
300 Natural Resources and Environment:,2019,0.0,hist05z1
301 Water resources,2019,12303.0,hist05z1
302 Conservation and land management,2019,12716.0,hist05z1
303 Recreational resources,2019,4739.0,hist05z1
304 Pollution control and abatement,2019,9249.0,hist05z1
306 Other natural resources,2019,7464.0,hist05z1
"Total, Natural Resources and Environment",2019,46471.0,hist05z1
350 Agriculture:,2019,0.0,hist05z1
351 Farm income stabilization,2019,32594.0,hist05z1
352 Agricultural research and services,2019,9135.0,hist05z1
"Total, Agriculture",2019,41729.0,hist05z1
370 Commerce and Housing Credit:,2019,0.0,hist05z1
371 Mortgage credit,2019,-20041.0,hist05z1
372 Postal service,2019,-2.0,hist05z1
(On-budget),2019,55.0,hist05z1
(Off-budget),2019,-57.0,hist05z1
373 Deposit insurance,2019,2.0,hist05z1
376 Other advancement of commerce,2019,26410.0,hist05z1
"Total, Commerce and Housing Credit",2019,6369.0,hist05z1
(On-budget),2019,6426.0,hist05z1
(Off-budget),2019,-57.0,hist05z1
400 Transportation:,2019,0.0,hist05z1
401 Ground transportation,2019,69635.0,hist05z1
402 Air transportation,2019,21899.0,hist05z1
403 Water transportation,2019,12916.0,hist05z1
407 Other transportation,2019,464.0,hist05z1
"Total, Transportation",2019,104914.0,hist05z1
450 Community and Regional Development:,2019,0.0,hist05z1
451 Community development,2019,8852.0,hist05z1
452 Area and regional development,2019,5027.0,hist05z1
453 Disaster relief and insurance,2019,17408.0,hist05z1
"Total, Community and Regional Development",2019,31287.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2019,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2019,42606.0,hist05z1
502 Higher education,2019,63664.0,hist05z1
503 Research and general education aids,2019,3923.0,hist05z1
504 Training and employment,2019,7787.0,hist05z1
505 Other labor services,2019,1918.0,hist05z1
506 Social services,2019,21075.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2019,140973.0,hist05z1
550 Health:,2019,0.0,hist05z1
551 Health care services,2019,562529.0,hist05z1
552 Health research and training,2019,41086.0,hist05z1
554 Consumer and occupational health and safety,2019,5283.0,hist05z1
"Total, Health",2019,608898.0,hist05z1
570 Medicare:,2019,0.0,hist05z1
571 Medicare,2019,702139.0,hist05z1
600 Income Security:,2019,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2019,9344.0,hist05z1
602 Federal employee retirement and disability,2019,151492.0,hist05z1
603 Unemployment compensation,2019,29623.0,hist05z1
604 Housing assistance,2019,50977.0,hist05z1
605 Food and nutrition assistance,2019,104813.0,hist05z1
609 Other income security,2019,192915.0,hist05z1
"Total, Income Security",2019,539164.0,hist05z1
650 Social Security:,2019,0.0,hist05z1
651 Social security,2019,1047034.0,hist05z1
(On-budget),2019,36141.0,hist05z1
(Off-budget),2019,1010893.0,hist05z1
700 Veterans Benefits and Services:,2019,0.0,hist05z1
701 Income security for veterans,2019,101478.0,hist05z1
"702 Veterans education, training, and rehabilitation",2019,9741.0,hist05z1
703 Hospital and medical care for veterans,2019,78130.0,hist05z1
704 Veterans housing,2019,-3083.0,hist05z1
705 Other veterans benefits and services,2019,8492.0,hist05z1
"Total, Veterans Benefits and Services",2019,194758.0,hist05z1
750 Administration of Justice:,2019,0.0,hist05z1
751 Federal law enforcement activities,2019,38372.0,hist05z1
752 Federal litigative and judicial activities,2019,16542.0,hist05z1
753 Federal correctional activities,2019,7543.0,hist05z1
754 Criminal justice assistance,2019,7036.0,hist05z1
"Total, Administration of Justice",2019,69493.0,hist05z1
800 General Government:,2019,0.0,hist05z1
801 Legislative functions,2019,4380.0,hist05z1
802 Executive direction and management,2019,529.0,hist05z1
803 Central fiscal operations,2019,12580.0,hist05z1
804 General property and records management,2019,92.0,hist05z1
805 Central personnel management,2019,250.0,hist05z1
806 General purpose fiscal assistance,2019,7868.0,hist05z1
808 Other general government,2019,2251.0,hist05z1
809 Deductions for offsetting receipts,2019,-2825.0,hist05z1
"Total, General Government",2019,25125.0,hist05z1
900 Net Interest:,2019,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2019,572884.0,hist05z1
902 Interest received by on-budget trust funds,2019,-67110.0,hist05z1
903 Interest received by off-budget trust funds,2019,-82504.0,hist05z1
908 Other interest,2019,-46778.0,hist05z1
(On-budget),2019,-46778.0,hist05z1
(Off-budget),2019,0.0,hist05z1
909 Other investment income,2019,-611.0,hist05z1
"Total, Net Interest",2019,375881.0,hist05z1
(On-budget),2019,458385.0,hist05z1
(Off-budget),2019,-82504.0,hist05z1
950 Undistributed Offsetting Receipts:,2019,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2019,-72756.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2019,-18055.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2019,-6225.0,hist05z1
954 Sale of major assets,2019,0.0,hist05z1
959 Other undistributed offsetting receipts,2019,-1156.0,hist05z1
"Total, Undistributed Offsetting Receipts",2019,-98192.0,hist05z1
(On-budget),2019,-80137.0,hist05z1
(Off-budget),2019,-18055.0,hist05z1
Total budget authority,2019,4702503.0,hist05z1
(On-budget),2019,3792226.0,hist05z1
(Off-budget),2019,910277.0,hist05z1
On-budget unless otherwise stated,2019,0.0,hist05z1
050 National Defense:,2020,0.0,hist05z1
051 Department of Defense-Military:,2020,0.0,hist05z1
Military Personnel,2020,163348.0,hist05z1
Operation and Maintenance,2020,301495.0,hist05z1
Procurement,2020,140987.0,hist05z1
"Research, Development, Test, and Evaluation",2020,105227.0,hist05z1
Military Construction,2020,16725.0,hist05z1
Family Housing,2020,1499.0,hist05z1
Other,2020,9459.0,hist05z1
"051 Subtotal, Department of Defense-Military",2020,738740.0,hist05z1
053 Atomic energy defense activities,2020,25996.0,hist05z1
054 Defense-related activities,2020,9726.0,hist05z1
"Total, National Defense",2020,774462.0,hist05z1
150 International Affairs:,2020,0.0,hist05z1
151 International development and humanitarian assistance,2020,30984.0,hist05z1
152 International security assistance,2020,10611.0,hist05z1
153 Conduct of foreign affairs,2020,14729.0,hist05z1
154 Foreign information and exchange activities,2020,1892.0,hist05z1
155 International financial programs,2020,15016.0,hist05z1
"Total, International Affairs",2020,73232.0,hist05z1
"250 General Science, Space, and Technology:",2020,0.0,hist05z1
251 General science and basic research,2020,15683.0,hist05z1
"252 Space flight, research, and supporting activities",2020,21835.0,hist05z1
"Total, General Science, Space, and Technology",2020,37518.0,hist05z1
270 Energy:,2020,0.0,hist05z1
271 Energy supply,2020,4788.0,hist05z1
272 Energy conservation,2020,1569.0,hist05z1
274 Emergency energy preparedness,2020,-352.0,hist05z1
"276 Energy information, policy, and regulation",2020,631.0,hist05z1
"Total, Energy",2020,6636.0,hist05z1
300 Natural Resources and Environment:,2020,0.0,hist05z1
301 Water resources,2020,9540.0,hist05z1
302 Conservation and land management,2020,23193.0,hist05z1
303 Recreational resources,2020,4682.0,hist05z1
304 Pollution control and abatement,2020,9322.0,hist05z1
306 Other natural resources,2020,7507.0,hist05z1
"Total, Natural Resources and Environment",2020,54244.0,hist05z1
350 Agriculture:,2020,0.0,hist05z1
351 Farm income stabilization,2020,30438.0,hist05z1
352 Agricultural research and services,2020,40115.0,hist05z1
"Total, Agriculture",2020,70553.0,hist05z1
370 Commerce and Housing Credit:,2020,0.0,hist05z1
371 Mortgage credit,2020,2265.0,hist05z1
372 Postal service,2020,324.0,hist05z1
(On-budget),2020,57.0,hist05z1
(Off-budget),2020,267.0,hist05z1
373 Deposit insurance,2020,2.0,hist05z1
376 Other advancement of commerce,2020,1244805.0,hist05z1
"Total, Commerce and Housing Credit",2020,1247396.0,hist05z1
(On-budget),2020,1247129.0,hist05z1
(Off-budget),2020,267.0,hist05z1
400 Transportation:,2020,0.0,hist05z1
401 Ground transportation,2020,92913.0,hist05z1
402 Air transportation,2020,66218.0,hist05z1
403 Water transportation,2020,12314.0,hist05z1
407 Other transportation,2020,498.0,hist05z1
"Total, Transportation",2020,171943.0,hist05z1
450 Community and Regional Development:,2020,0.0,hist05z1
451 Community development,2020,9856.0,hist05z1
452 Area and regional development,2020,6772.0,hist05z1
453 Disaster relief and insurance,2020,117744.0,hist05z1
"Total, Community and Regional Development",2020,134372.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2020,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2020,74472.0,hist05z1
502 Higher education,2020,156066.0,hist05z1
503 Research and general education aids,2020,4324.0,hist05z1
504 Training and employment,2020,5986.0,hist05z1
505 Other labor services,2020,2220.0,hist05z1
506 Social services,2020,25561.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2020,268629.0,hist05z1
550 Health:,2020,0.0,hist05z1
551 Health care services,2020,870982.0,hist05z1
552 Health research and training,2020,46971.0,hist05z1
554 Consumer and occupational health and safety,2020,5504.0,hist05z1
"Total, Health",2020,923457.0,hist05z1
570 Medicare:,2020,0.0,hist05z1
571 Medicare,2020,819844.0,hist05z1
600 Income Security:,2020,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2020,10938.0,hist05z1
602 Federal employee retirement and disability,2020,155251.0,hist05z1
603 Unemployment compensation,2020,495864.0,hist05z1
604 Housing assistance,2020,61065.0,hist05z1
605 Food and nutrition assistance,2020,137572.0,hist05z1
609 Other income security,2020,468368.0,hist05z1
"Total, Income Security",2020,1329058.0,hist05z1
650 Social Security:,2020,0.0,hist05z1
